site,year,species,D_cm,H_m,V_m3,X,Y,weight
35598,2004,Quercus robur,12.5,11,0.042,NA,NA,354
35598,2004,Quercus robur,13.3,11.3,0.037,NA,NA,265
35598,2004,Quercus robur,14.7,12.2,0.069,NA,NA,177
35598,2004,Quercus robur,19.76,13.1,0.127,NA,NA,177
35598,2004,other broadleaved,10.76,11.7,0.025,NA,NA,707
35598,2004,other broadleaved,11.04,11.5,0.025,NA,NA,88
35598,2004,other broadleaved,11.41,11.5,0.035,NA,NA,88
35598,2004,other broadleaved,13.02,11.4,0.046,NA,NA,176
35598,2004,other broadleaved,18.43,11.5,0.072,NA,NA,88
35598,2004,other broadleaved,22.59,15.1,0.178,NA,NA,176
361949,2002,Fagus sylvatica,26.92,14,0.316,NA,NA,78
361949,2002,Fagus sylvatica,34.32,17.9,0.685,NA,NA,78
361949,2002,Fagus sylvatica,34.92,16.5,0.636,NA,NA,78
361949,2002,other broadleaved,8.8,8,0.022,NA,NA,88
361949,2002,other broadleaved,12.25,10.5,0.053,NA,NA,88
361949,2002,other broadleaved,20.06,10.5,0.131,NA,NA,88
361949,2003,Fagus sylvatica,27.63,14.8,0.338,NA,NA,78
361949,2003,Fagus sylvatica,35.03,18.6,0.72,NA,NA,78
361949,2003,Fagus sylvatica,35.63,17.3,0.668,NA,NA,78
361949,2003,other broadleaved,8.85,8,0.023,NA,NA,88
361949,2003,other broadleaved,12.33,10.6,0.054,NA,NA,88
361949,2003,other broadleaved,20.18,10.5,0.132,NA,NA,88
361949,2004,Fagus sylvatica,28.25,15.5,0.359,NA,NA,78
361949,2004,Fagus sylvatica,35.67,19.2,0.754,NA,NA,78
361949,2004,Fagus sylvatica,36.26,18,0.699,NA,NA,78
361949,2004,other broadleaved,8.98,8,0.024,NA,NA,88
361949,2004,other broadleaved,12.45,11,0.055,NA,NA,88
361949,2004,other broadleaved,20.34,10.8,0.134,NA,NA,88
361949,2005,Fagus sylvatica,28.92,16.2,0.38,NA,NA,78
361949,2005,Fagus sylvatica,36.42,19.9,0.794,NA,NA,78
361949,2005,Fagus sylvatica,37.01,18.8,0.734,NA,NA,78
361949,2005,other broadleaved,9.07,8.7,0.024,NA,NA,88
361949,2005,other broadleaved,12.61,11.6,0.057,NA,NA,88
361949,2005,other broadleaved,20.51,11.3,0.137,NA,NA,88
361949,2006,Fagus sylvatica,29.58,17,0.403,NA,NA,78
361949,2006,Fagus sylvatica,37.22,20.6,0.839,NA,NA,78
361949,2006,Fagus sylvatica,37.8,19.6,0.772,NA,NA,78
361949,2006,other broadleaved,9.15,9.1,0.025,NA,NA,88
361949,2006,other broadleaved,12.75,12.2,0.059,NA,NA,88
361949,2006,other broadleaved,20.69,11.7,0.14,NA,NA,88
361949,2007,Fagus sylvatica,30.08,17.5,0.42,NA,NA,78
361949,2007,Fagus sylvatica,37.87,21.1,0.873,NA,NA,78
361949,2007,Fagus sylvatica,38.45,20.1,0.806,NA,NA,78
361949,2007,other broadleaved,9.21,9.2,0.025,NA,NA,88
361949,2007,other broadleaved,12.87,12.5,0.06,NA,NA,88
361949,2007,other broadleaved,20.83,11.9,0.143,NA,NA,88
364333,2002,Fagus sylvatica,4.66,3.5,0.575,NA,NA,324
364333,2002,Fagus sylvatica,12.51,6.1,0.023,NA,NA,324
364333,2002,Fagus sylvatica,14.14,9.7,0.051,NA,NA,324
364333,2002,Fagus sylvatica,10.73,10.1,0.031,NA,NA,324
364333,2002,Fagus sylvatica,15.44,12.1,0.082,NA,NA,324
364333,2002,Fagus sylvatica,20.43,14.4,0.181,NA,NA,402
364333,2002,Fagus sylvatica,25.02,15.3,0.29,NA,NA,39
364333,2002,Picea abies,42.24,25.3,0.895,NA,NA,28
364333,2002,Pinus sylvestris,45.6,13.3,0.855,NA,NA,14
364333,2002,other broadleaved,6.93,8.7,0.012,NA,NA,118
364333,2002,other broadleaved,7.55,7.8,0.012,NA,NA,88
364333,2002,other broadleaved,8.46,7.1,0.014,NA,NA,88
364333,2002,other broadleaved,11.24,9.2,0.03,NA,NA,118
364333,2002,other broadleaved,13.04,10.8,0.05,NA,NA,88
364333,2002,other broadleaved,16.85,10.7,0.083,NA,NA,118
364333,2002,other broadleaved,18.95,11.8,0.121,NA,NA,88
364333,2002,other broadleaved,20.48,13.7,0.17,NA,NA,88
364333,2003,Fagus sylvatica,4.97,4.8,0.58,NA,NA,324
364333,2003,Fagus sylvatica,12.76,7.7,0.024,NA,NA,324
364333,2003,Fagus sylvatica,14.25,10.7,0.052,NA,NA,324
364333,2003,Fagus sylvatica,10.81,10.7,0.032,NA,NA,324
364333,2003,Fagus sylvatica,15.53,12.6,0.083,NA,NA,324
364333,2003,Fagus sylvatica,20.61,14.9,0.185,NA,NA,402
364333,2003,Fagus sylvatica,25.24,15.8,0.296,NA,NA,39
364333,2003,Picea abies,42.69,27.4,0.967,NA,NA,28
364333,2003,Pinus sylvestris,45.6,26.9,0.855,NA,NA,14
364333,2003,other broadleaved,7,9.4,0.013,NA,NA,118
364333,2003,other broadleaved,7.7,9,0.013,NA,NA,88
364333,2003,other broadleaved,8.66,8.6,0.015,NA,NA,88
364333,2003,other broadleaved,11.31,9.7,0.031,NA,NA,118
364333,2003,other broadleaved,13.13,11.5,0.051,NA,NA,88
364333,2003,other broadleaved,16.96,11.5,0.084,NA,NA,118
364333,2003,other broadleaved,19.07,12.5,0.123,NA,NA,88
364333,2003,other broadleaved,20.65,14.3,0.173,NA,NA,88
364333,2004,Fagus sylvatica,5.24,5.7,0.586,NA,NA,324
364333,2004,Fagus sylvatica,12.95,9.1,0.025,NA,NA,324
364333,2004,Fagus sylvatica,14.32,11.2,0.053,NA,NA,324
364333,2004,Fagus sylvatica,10.86,11.1,0.032,NA,NA,324
364333,2004,Fagus sylvatica,15.6,12.8,0.084,NA,NA,324
364333,2004,Fagus sylvatica,20.75,15.2,0.189,NA,NA,402
364333,2004,Fagus sylvatica,25.42,16.2,0.302,NA,NA,39
364333,2004,Picea abies,43.37,28.1,1.075,NA,NA,28
364333,2004,Pinus sylvestris,45.6,26.9,0.938,NA,NA,14
364333,2004,other broadleaved,7.09,10.3,0.013,NA,NA,118
364333,2004,other broadleaved,7.83,10.2,0.014,NA,NA,88
364333,2004,other broadleaved,8.78,9.7,0.015,NA,NA,88
364333,2004,other broadleaved,11.43,10.9,0.032,NA,NA,118
364333,2004,other broadleaved,13.22,12.1,0.052,NA,NA,88
364333,2004,other broadleaved,17.06,12.3,0.085,NA,NA,118
364333,2004,other broadleaved,19.19,13.2,0.125,NA,NA,88
364333,2004,other broadleaved,20.83,14.9,0.177,NA,NA,88
364333,2005,Fagus sylvatica,5.59,7.1,0.59,NA,NA,324
364333,2005,Fagus sylvatica,13.13,10.6,0.026,NA,NA,324
364333,2005,Fagus sylvatica,14.4,11.8,0.054,NA,NA,324
364333,2005,Fagus sylvatica,10.91,11.5,0.033,NA,NA,324
364333,2005,Fagus sylvatica,15.68,13.2,0.086,NA,NA,324
364333,2005,Fagus sylvatica,20.93,15.7,0.193,NA,NA,402
364333,2005,Fagus sylvatica,25.66,16.8,0.309,NA,NA,39
364333,2005,Picea abies,44.02,28.9,1.181,NA,NA,28
364333,2005,Pinus sylvestris,45.6,26.9,0.938,NA,NA,14
364333,2005,other broadleaved,7.17,11.1,0.013,NA,NA,118
364333,2005,other broadleaved,7.95,11.3,0.015,NA,NA,88
364333,2005,other broadleaved,8.95,11.2,0.016,NA,NA,88
364333,2005,other broadleaved,11.55,11.9,0.033,NA,NA,118
364333,2005,other broadleaved,13.33,12.8,0.053,NA,NA,88
364333,2005,other broadleaved,17.18,13.1,0.087,NA,NA,118
364333,2005,other broadleaved,19.34,13.8,0.128,NA,NA,88
364333,2005,other broadleaved,21.03,15.5,0.183,NA,NA,88
364333,2006,Fagus sylvatica,5.84,8.5,0.595,NA,NA,324
364333,2006,Fagus sylvatica,13.28,11.7,0.027,NA,NA,324
364333,2006,Fagus sylvatica,14.47,12.2,0.054,NA,NA,324
364333,2006,Fagus sylvatica,10.96,11.8,0.033,NA,NA,324
364333,2006,Fagus sylvatica,15.74,13.5,0.086,NA,NA,324
364333,2006,Fagus sylvatica,21.09,16.1,0.197,NA,NA,402
364333,2006,Fagus sylvatica,25.87,17.2,0.315,NA,NA,39
364333,2006,Picea abies,44.66,29.6,1.294,NA,NA,28
364333,2006,Pinus sylvestris,45.6,27.4,0.938,NA,NA,14
364333,2006,other broadleaved,7.25,11.8,0.014,NA,NA,118
364333,2006,other broadleaved,8.06,12.3,0.015,NA,NA,88
364333,2006,other broadleaved,9.09,12.4,0.017,NA,NA,88
364333,2006,other broadleaved,11.64,12.7,0.034,NA,NA,118
364333,2006,other broadleaved,13.42,13.4,0.055,NA,NA,88
364333,2006,other broadleaved,17.3,13.8,0.089,NA,NA,118
364333,2006,other broadleaved,19.48,14.4,0.13,NA,NA,88
364333,2006,other broadleaved,21.26,16.2,0.187,NA,NA,88
364333,2007,Fagus sylvatica,6.08,9.7,0.598,NA,NA,324
364333,2007,Fagus sylvatica,13.43,12.7,0.028,NA,NA,324
364333,2007,Fagus sylvatica,14.55,12.7,0.055,NA,NA,324
364333,2007,Fagus sylvatica,11.01,12.2,0.033,NA,NA,324
364333,2007,Fagus sylvatica,15.81,13.8,0.088,NA,NA,324
364333,2007,Fagus sylvatica,21.24,16.5,0.201,NA,NA,402
364333,2007,Fagus sylvatica,26.1,17.6,0.323,NA,NA,39
364333,2007,Picea abies,45.28,30.3,1.412,NA,NA,28
364333,2007,Pinus sylvestris,45.6,27.8,1.021,NA,NA,14
364333,2007,other broadleaved,7.31,12.4,0.014,NA,NA,118
364333,2007,other broadleaved,8.15,13,0.016,NA,NA,88
364333,2007,other broadleaved,9.22,13.4,0.017,NA,NA,88
364333,2007,other broadleaved,11.72,12.7,0.035,NA,NA,118
364333,2007,other broadleaved,13.51,13.9,0.056,NA,NA,88
364333,2007,other broadleaved,17.41,14.4,0.09,NA,NA,118
364333,2007,other broadleaved,19.61,14.8,0.132,NA,NA,88
364333,2007,other broadleaved,21.48,16.8,0.193,NA,NA,88
372792,2002,Fagus sylvatica,24.37,21.2,0.439,NA,NA,39
372792,2002,Fagus sylvatica,27.5,20.6,0.529,NA,NA,156
372792,2002,Picea abies,31.14,22,0.722,NA,NA,39
372792,2002,Abies alba,75.93,27.3,4.148,NA,NA,14
372792,2003,Fagus sylvatica,24.77,21.5,0.458,NA,NA,39
372792,2003,Fagus sylvatica,27.95,20.9,0.552,NA,NA,156
372792,2003,Picea abies,31.48,22,0.765,NA,NA,39
372792,2003,Abies alba,77.17,27.7,4.357,NA,NA,14
372792,2004,Fagus sylvatica,25.2,21.8,0.476,NA,NA,39
372792,2004,Fagus sylvatica,28.41,21.3,0.575,NA,NA,156
372792,2004,Picea abies,31.83,22,0.804,NA,NA,39
372792,2004,Abies alba,78.62,28.2,4.606,NA,NA,14
372792,2005,Fagus sylvatica,25.64,22.2,0.499,NA,NA,39
372792,2005,Fagus sylvatica,28.89,21.7,0.6,NA,NA,156
372792,2005,Picea abies,32.15,22,0.844,NA,NA,39
372792,2005,Abies alba,79.93,28.6,4.831,NA,NA,14
372792,2006,Fagus sylvatica,26.01,22.4,0.516,NA,NA,39
372792,2006,Fagus sylvatica,29.29,22,0.621,NA,NA,156
372792,2006,Picea abies,32.46,22.3,0.884,NA,NA,39
372792,2006,Abies alba,81.47,29,5.101,NA,NA,14
372792,2007,Fagus sylvatica,26.4,22.7,0.534,NA,NA,39
372792,2007,Fagus sylvatica,29.68,22.3,0.64,NA,NA,156
372792,2007,Picea abies,32.74,22.4,0.924,NA,NA,39
372792,2007,Abies alba,82.88,29.4,5.359,NA,NA,14
3973,1999,Fagus sylvatica,6.92,5,0.011,NA,NA,88
3973,1999,Fagus sylvatica,8.81,9.6,0.03,NA,NA,88
3973,1999,Fagus sylvatica,25.2,26.4,0.601,NA,NA,92
3973,1999,Fagus sylvatica,29.65,32.5,1.032,NA,NA,39
3973,1999,Picea abies,10.65,5.5,0.024,NA,NA,88
3973,1999,Picea abies,32.94,27.7,1.065,NA,NA,92
3973,1999,Picea abies,38.78,32,1.661,NA,NA,81
3973,2000,Fagus sylvatica,7.05,5,0.011,NA,NA,88
3973,2000,Fagus sylvatica,8.88,9.6,0.03,NA,NA,88
3973,2000,Fagus sylvatica,25.46,26.6,0.616,NA,NA,92
3973,2000,Fagus sylvatica,29.9,32.6,1.054,NA,NA,39
3973,2000,Picea abies,10.79,5.5,0.025,NA,NA,88
3973,2000,Picea abies,33.11,27.7,1.099,NA,NA,92
3973,2000,Picea abies,38.93,32,1.714,NA,NA,81
3973,2001,Fagus sylvatica,7.1,5.4,0.011,NA,NA,88
3973,2001,Fagus sylvatica,8.97,9.6,0.031,NA,NA,88
3973,2001,Fagus sylvatica,25.76,26.8,0.636,NA,NA,92
3973,2001,Fagus sylvatica,30.18,32.7,1.078,NA,NA,39
3973,2001,Picea abies,10.87,5.5,0.026,NA,NA,88
3973,2001,Picea abies,33.28,27.7,1.137,NA,NA,92
3973,2001,Picea abies,39.07,32,1.772,NA,NA,81
3973,2002,Fagus sylvatica,7.18,5.7,0.011,NA,NA,88
3973,2002,Fagus sylvatica,9.04,9.7,0.031,NA,NA,88
3973,2002,Fagus sylvatica,26.07,27,0.654,NA,NA,92
3973,2002,Fagus sylvatica,30.47,32.9,1.107,NA,NA,39
3973,2002,Picea abies,10.9,5.5,0.027,NA,NA,88
3973,2002,Picea abies,33.44,27.7,1.174,NA,NA,92
3973,2002,Picea abies,39.21,32,1.825,NA,NA,81
3973,2003,Fagus sylvatica,7.26,5.8,0.012,NA,NA,88
3973,2003,Fagus sylvatica,9.1,9.7,0.032,NA,NA,88
3973,2003,Fagus sylvatica,26.34,27.2,0.674,NA,NA,92
3973,2003,Fagus sylvatica,30.73,33,1.131,NA,NA,39
3973,2003,Picea abies,10.89,5.5,0.027,NA,NA,88
3973,2003,Picea abies,33.57,27.7,1.205,NA,NA,92
3973,2003,Picea abies,39.32,32,1.869,NA,NA,81
3973,2004,Fagus sylvatica,7.35,6.1,0.012,NA,NA,88
3973,2004,Fagus sylvatica,9.18,9.8,0.032,NA,NA,88
3973,2004,Fagus sylvatica,26.67,27.4,0.696,NA,NA,92
3973,2004,Fagus sylvatica,31.04,33.1,1.157,NA,NA,39
3973,2004,Picea abies,10.93,5.5,0.028,NA,NA,88
3973,2004,Picea abies,33.76,27.7,1.243,NA,NA,92
3973,2004,Picea abies,39.49,32,1.921,NA,NA,81
405634,2003,Fagus sylvatica,59.48,25.6,3.013,NA,NA,14
405634,2003,Fagus sylvatica,41.49,22.2,1.254,NA,NA,14
405634,2003,Abies alba,8.93,7.2,0.018,NA,NA,88
405634,2003,Abies alba,13.27,9,0.05,NA,NA,88
405634,2003,Abies alba,16.85,15.1,0.142,NA,NA,88
405634,2003,Abies alba,23.81,16.5,0.296,NA,NA,39
405634,2003,other broadleaved,34.46,24.3,0.983,NA,NA,14
405634,2003,other broadleaved,17.64,12.5,0.118,NA,NA,88
405634,2003,other broadleaved,21.18,14.5,0.199,NA,NA,39
405634,2003,other broadleaved,25.49,22.5,0.489,NA,NA,78
405634,2004,Fagus sylvatica,60.14,26.1,3.09,NA,NA,14
405634,2004,Fagus sylvatica,41.98,22.8,1.289,NA,NA,14
405634,2004,Abies alba,9.2,8.5,0.02,NA,NA,88
405634,2004,Abies alba,13.53,10.1,0.052,NA,NA,88
405634,2004,Abies alba,17.25,15.8,0.15,NA,NA,88
405634,2004,Abies alba,24.36,17.1,0.315,NA,NA,39
405634,2004,other broadleaved,34.9,24.7,1.018,NA,NA,14
405634,2004,other broadleaved,17.75,12.5,0.119,NA,NA,88
405634,2004,other broadleaved,21.39,15,0.204,NA,NA,39
405634,2004,other broadleaved,25.79,23,0.505,NA,NA,78
405634,2005,Fagus sylvatica,60.85,26.5,3.172,NA,NA,14
405634,2005,Fagus sylvatica,42.5,23.3,1.328,NA,NA,14
405634,2005,Abies alba,9.58,9.8,0.022,NA,NA,88
405634,2005,Abies alba,13.79,11,0.055,NA,NA,88
405634,2005,Abies alba,17.68,16.4,0.16,NA,NA,88
405634,2005,Abies alba,24.98,17.6,0.336,NA,NA,39
405634,2005,other broadleaved,35.31,25,1.048,NA,NA,14
405634,2005,other broadleaved,17.84,12.8,0.121,NA,NA,88
405634,2005,other broadleaved,21.59,15.4,0.209,NA,NA,39
405634,2005,other broadleaved,26.07,23.3,0.521,NA,NA,78
405634,2006,Fagus sylvatica,61.51,26.9,3.258,NA,NA,14
405634,2006,Fagus sylvatica,43,23.8,1.364,NA,NA,14
405634,2006,Abies alba,9.86,11.1,0.023,NA,NA,88
405634,2006,Abies alba,14.03,11.7,0.057,NA,NA,88
405634,2006,Abies alba,18.09,17,0.171,NA,NA,88
405634,2006,Abies alba,25.58,18.1,0.357,NA,NA,39
405634,2006,other broadleaved,35.76,25.3,1.081,NA,NA,14
405634,2006,other broadleaved,17.94,13,0.123,NA,NA,88
405634,2006,other broadleaved,21.79,15.8,0.215,NA,NA,39
405634,2006,other broadleaved,26.38,23.7,0.535,NA,NA,78
405634,2007,Fagus sylvatica,62.16,27.3,3.339,NA,NA,14
405634,2007,Fagus sylvatica,43.49,24.2,1.403,NA,NA,14
405634,2007,Abies alba,10.14,12.2,0.025,NA,NA,88
405634,2007,Abies alba,14.27,12.5,0.06,NA,NA,88
405634,2007,Abies alba,18.51,17.6,0.181,NA,NA,88
405634,2007,Abies alba,26.18,18.6,0.38,NA,NA,39
405634,2007,other broadleaved,36.19,25.6,1.117,NA,NA,14
405634,2007,other broadleaved,18.03,13.2,0.125,NA,NA,88
405634,2007,other broadleaved,21.98,16.2,0.219,NA,NA,39
405634,2007,other broadleaved,26.68,24.1,0.552,NA,NA,78
405634,2008,Fagus sylvatica,62.89,27.7,3.43,NA,NA,14
405634,2008,Fagus sylvatica,44.03,24.7,1.445,NA,NA,14
405634,2008,Abies alba,10.42,13.4,0.027,NA,NA,88
405634,2008,Abies alba,14.56,13.4,0.063,NA,NA,88
405634,2008,Abies alba,18.92,18.2,0.191,NA,NA,88
405634,2008,Abies alba,26.81,19,0.404,NA,NA,39
405634,2008,other broadleaved,36.68,26,1.151,NA,NA,14
405634,2008,other broadleaved,18.12,13.3,0.126,NA,NA,88
405634,2008,other broadleaved,22.17,16.6,0.224,NA,NA,39
405634,2008,other broadleaved,27.02,24.5,0.573,NA,NA,78
41267,1999,Picea abies,60.76,29.5,3.197,NA,NA,14
41267,1999,Picea abies,42.8,32.5,1.988,NA,NA,14
41267,1999,other broadleaved,6.59,6.4,0.011,NA,NA,88
41267,1999,other broadleaved,12.59,9.4,0.053,NA,NA,88
41267,1999,other broadleaved,13.41,8.9,0.056,NA,NA,88
41267,1999,other broadleaved,13.8,9.4,0.063,NA,NA,88
41267,1999,other broadleaved,20.47,19.2,0.282,NA,NA,39
41267,2000,Picea abies,61.21,29.5,3.38,NA,NA,14
41267,2000,Picea abies,43.12,32.5,2.09,NA,NA,14
41267,2000,other broadleaved,7.06,7.3,0.013,NA,NA,88
41267,2000,other broadleaved,13.09,10.2,0.058,NA,NA,88
41267,2000,other broadleaved,13.95,9.8,0.061,NA,NA,88
41267,2000,other broadleaved,14.33,10.2,0.069,NA,NA,88
41267,2000,other broadleaved,20.92,19.7,0.299,NA,NA,39
41267,2001,Picea abies,61.65,29.5,3.565,NA,NA,14
41267,2001,Picea abies,43.43,32.5,2.176,NA,NA,14
41267,2001,other broadleaved,7.59,8.3,0.015,NA,NA,88
41267,2001,other broadleaved,13.65,11,0.065,NA,NA,88
41267,2001,other broadleaved,14.54,10.7,0.068,NA,NA,88
41267,2001,other broadleaved,14.91,11.1,0.075,NA,NA,88
41267,2001,other broadleaved,21.43,20.2,0.317,NA,NA,39
41267,2002,Picea abies,62.08,29.5,3.731,NA,NA,14
41267,2002,Picea abies,43.72,32.5,2.264,NA,NA,14
41267,2002,other broadleaved,8.13,9.3,0.017,NA,NA,88
41267,2002,other broadleaved,14.21,11.9,0.071,NA,NA,88
41267,2002,other broadleaved,15.14,11.5,0.074,NA,NA,88
41267,2002,other broadleaved,15.5,11.9,0.082,NA,NA,88
41267,2002,other broadleaved,21.93,20.7,0.336,NA,NA,39
41267,2003,Picea abies,62.47,29.5,3.897,NA,NA,14
41267,2003,Picea abies,44,32.5,2.352,NA,NA,14
41267,2003,other broadleaved,8.66,10.2,0.02,NA,NA,88
41267,2003,other broadleaved,14.82,12.7,0.078,NA,NA,88
41267,2003,other broadleaved,15.8,12.4,0.082,NA,NA,88
41267,2003,other broadleaved,16.14,12.7,0.091,NA,NA,88
41267,2003,other broadleaved,22.44,21.2,0.356,NA,NA,39
41267,2004,Picea abies,63.05,29.5,4.103,NA,NA,14
41267,2004,Picea abies,44.4,32.5,2.451,NA,NA,14
41267,2004,other broadleaved,9.12,11,0.022,NA,NA,88
41267,2004,other broadleaved,15.37,13.4,0.084,NA,NA,88
41267,2004,other broadleaved,16.38,13.1,0.089,NA,NA,88
41267,2004,other broadleaved,16.71,13.4,0.098,NA,NA,88
41267,2004,other broadleaved,22.9,21.6,0.373,NA,NA,39
414641,2003,Quercus robur,7.71,5.8,0.014,NA,NA,88
414641,2003,Quercus robur,8.56,5.3,0.015,NA,NA,176
414641,2003,Quercus robur,11.69,5,0.025,NA,NA,88
414641,2003,Quercus robur,12.2,8.5,0.046,NA,NA,88
414641,2003,Quercus robur,8.51,6,0.016,NA,NA,88
414641,2003,Quercus robur,9.53,6,0.02,NA,NA,176
414641,2003,Quercus robur,9.83,6.1,0.021,NA,NA,88
414641,2003,Quercus robur,10.85,6.1,0.026,NA,NA,88
414641,2003,Quercus robur,11.86,6.4,0.032,NA,NA,88
414641,2003,other broadleaved,14.56,8.9,0.067,NA,NA,88
414641,2004,Quercus robur,8.32,6.8,0.016,NA,NA,88
414641,2004,Quercus robur,9.25,6.4,0.018,NA,NA,176
414641,2004,Quercus robur,12.52,6.4,0.029,NA,NA,88
414641,2004,Quercus robur,12.81,9.4,0.052,NA,NA,88
414641,2004,Quercus robur,9.13,7,0.02,NA,NA,88
414641,2004,Quercus robur,10.19,7.1,0.024,NA,NA,176
414641,2004,Quercus robur,10.51,7.2,0.025,NA,NA,88
414641,2004,Quercus robur,11.56,7.2,0.03,NA,NA,88
414641,2004,Quercus robur,12.58,7.6,0.037,NA,NA,88
414641,2004,other broadleaved,15.36,9.8,0.076,NA,NA,88
414641,2005,Quercus robur,9.04,7.8,0.02,NA,NA,88
414641,2005,Quercus robur,10.05,7.6,0.021,NA,NA,176
414641,2005,Quercus robur,13.47,7.8,0.034,NA,NA,88
414641,2005,Quercus robur,13.51,10.4,0.059,NA,NA,88
414641,2005,Quercus robur,9.86,8.1,0.023,NA,NA,88
414641,2005,Quercus robur,10.95,8.3,0.028,NA,NA,176
414641,2005,Quercus robur,11.28,8.4,0.03,NA,NA,88
414641,2005,Quercus robur,12.38,8.5,0.035,NA,NA,88
414641,2005,Quercus robur,13.4,8.8,0.043,NA,NA,88
414641,2005,other broadleaved,16.46,11.2,0.089,NA,NA,88
414641,2006,Quercus robur,9.68,8.8,0.023,NA,NA,88
414641,2006,Quercus robur,10.75,8.6,0.025,NA,NA,176
414641,2006,Quercus robur,14.3,9,0.039,NA,NA,88
414641,2006,Quercus robur,14.13,11.2,0.066,NA,NA,88
414641,2006,Quercus robur,10.5,9,0.027,NA,NA,88
414641,2006,Quercus robur,11.63,9.3,0.032,NA,NA,176
414641,2006,Quercus robur,11.97,9.3,0.034,NA,NA,88
414641,2006,Quercus robur,13.1,9.5,0.04,NA,NA,88
414641,2006,Quercus robur,14.13,9.8,0.048,NA,NA,88
414641,2006,other broadleaved,17.49,12.3,0.102,NA,NA,88
414641,2007,Quercus robur,10.35,9.7,0.026,NA,NA,88
414641,2007,Quercus robur,11.49,9.6,0.029,NA,NA,176
414641,2007,Quercus robur,15.16,10.1,0.044,NA,NA,88
414641,2007,Quercus robur,14.78,12,0.073,NA,NA,88
414641,2007,Quercus robur,11.18,10,0.031,NA,NA,88
414641,2007,Quercus robur,12.34,10.2,0.037,NA,NA,176
414641,2007,Quercus robur,12.68,10.3,0.039,NA,NA,88
414641,2007,Quercus robur,13.85,10.5,0.046,NA,NA,88
414641,2007,Quercus robur,14.89,10.8,0.054,NA,NA,88
414641,2007,other broadleaved,18.51,13.3,0.116,NA,NA,88
414641,2008,Quercus robur,11.04,10.7,0.03,NA,NA,88
414641,2008,Quercus robur,12.23,10.7,0.033,NA,NA,176
414641,2008,Quercus robur,16.06,11.2,0.051,NA,NA,88
414641,2008,Quercus robur,15.49,12.9,0.082,NA,NA,88
414641,2008,Quercus robur,11.87,11,0.035,NA,NA,88
414641,2008,Quercus robur,13.09,11.2,0.042,NA,NA,176
414641,2008,Quercus robur,13.45,11.3,0.044,NA,NA,88
414641,2008,Quercus robur,14.65,11.5,0.052,NA,NA,88
414641,2008,Quercus robur,15.7,11.8,0.062,NA,NA,88
414641,2008,other broadleaved,19.66,14.5,0.132,NA,NA,88
429540,2003,Picea abies,37.01,17.1,0.847,NA,NA,53
429540,2003,Picea abies,11.29,9,0.046,NA,NA,88
429540,2003,Picea abies,12.3,8.8,0.051,NA,NA,88
429540,2003,Picea abies,28.57,13.8,0.351,NA,NA,156
429540,2003,Picea abies,44.04,18.6,1.072,NA,NA,42
429540,2003,Populus tremula,11.8,10.9,0.051,NA,NA,88
429540,2003,other needleleaved,55.87,13.6,1.137,NA,NA,14
429540,2003,other broadleaved,7.37,7,0.016,NA,NA,88
429540,2003,other broadleaved,9.47,10.4,0.036,NA,NA,88
429540,2003,other broadleaved,10.16,11.3,0.045,NA,NA,88
429540,2003,other broadleaved,12.1,10.9,0.058,NA,NA,88
429540,2003,other broadleaved,13.2,11.4,0.071,NA,NA,88
429540,2004,Picea abies,37.74,17.1,0.921,NA,NA,53
429540,2004,Picea abies,11.53,9.4,0.05,NA,NA,88
429540,2004,Picea abies,12.57,9.1,0.055,NA,NA,88
429540,2004,Picea abies,29.5,14.2,0.397,NA,NA,156
429540,2004,Picea abies,45.03,18.6,1.185,NA,NA,42
429540,2004,Populus tremula,12.52,12,0.06,NA,NA,88
429540,2004,other needleleaved,57.32,13.6,1.274,NA,NA,14
429540,2004,other broadleaved,7.48,7,0.017,NA,NA,88
429540,2004,other broadleaved,10.15,11.4,0.042,NA,NA,88
429540,2004,other broadleaved,10.83,12.4,0.053,NA,NA,88
429540,2004,other broadleaved,12.87,12,0.067,NA,NA,88
429540,2004,other broadleaved,13.99,12.5,0.083,NA,NA,88
429540,2005,Picea abies,38.19,17.1,0.983,NA,NA,53
429540,2005,Picea abies,11.61,9.4,0.052,NA,NA,88
429540,2005,Picea abies,12.66,9.2,0.058,NA,NA,88
429540,2005,Picea abies,30.09,14.6,0.431,NA,NA,156
429540,2005,Picea abies,45.66,18.8,1.271,NA,NA,42
429540,2005,Populus tremula,13.21,12.9,0.068,NA,NA,88
429540,2005,other needleleaved,58.49,13.6,1.401,NA,NA,14
429540,2005,other broadleaved,7.45,7,0.017,NA,NA,88
429540,2005,other broadleaved,10.78,12.3,0.049,NA,NA,88
429540,2005,other broadleaved,11.44,13.2,0.06,NA,NA,88
429540,2005,other broadleaved,13.58,12.9,0.076,NA,NA,88
429540,2005,other broadleaved,14.7,13.4,0.093,NA,NA,88
429540,2006,Picea abies,38.7,17.1,1.045,NA,NA,53
429540,2006,Picea abies,11.56,9.4,0.052,NA,NA,88
429540,2006,Picea abies,12.59,9.2,0.059,NA,NA,88
429540,2006,Picea abies,30.64,15.2,0.468,NA,NA,156
429540,2006,Picea abies,46.15,19.5,1.347,NA,NA,42
429540,2006,Populus tremula,13.89,13.8,0.077,NA,NA,88
429540,2006,other needleleaved,58.97,14.7,1.487,NA,NA,14
